name,description,reason,company,rating
Mvista Capsule 10'S,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Mychiro Tablet 10'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Ipca Laboratories Ltd.,3.0
Mycomin Plus Capsule 10's, antioxidant and memory enhancement property,Supplement,Alembic Pharmaceuticals Ltd.,2.9
Mycomin Z Syrup 200ml,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
MYCOVIT OD Injection 2ml,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Myelogen Choco Powder 200gm,powerful antioxidant that strengthens and protects living tissue,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Myelogen Forte Capsule 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Dr. Reddys Laboratories Ltd.,4.7
Myelopack Tablet 15'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Divis Laboratories Ltd.,4.5
MYFOL Tablet 10's,improves immunity,Supplement,Cipla Ltd.,4.3
MYFOLACT Tablet 10's,improves immunity,Supplement,Biocon Ltd.,4.1
Mygab 75/750mcg Capsule 10'S,improves stability,Supplement,Aurobindo Pharma Ltd.,3.9
Mylamin Capsule 10'SMylamin Plus Injection 2ml,improves resistance,Supplement,Torrent Pharmaceuticals Ltd.,3.5
Mylin Capsule 10'S,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Lupin Ltd.,3.4
Mylin Plus Capsule 10'SMylin Plus Injection 1ml,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Cadila Healthcare Ltd.,3.3
Mylotate 740mg Tablet 10'S, antioxidant and memory enhancement property,Supplement,Abbott India Ltd.,3.25
MYLOTATE D3 Tablet 10's,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Alkem Laboratories Ltd.,3.2
Mymi D Tablet 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Mymi Gold SG Capsule 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Ipca Laboratories Ltd.,3.0
Mymi K2 Tablet 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Alembic Pharmaceuticals Ltd.,2.9
Mymical Tablet 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
Mymifer Syrup 200ml,improves immunity,Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Mymitol DC Tablet 10'S,improves immunity,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Mynberrys Compound Syrup 250ml,improves stability,Supplement,Dr. Reddys Laboratories Ltd.,4.7
MYOFEST Tablet 10's,improves resistance,Supplement,Divis Laboratories Ltd.,4.5
Myofit Syrup 200mlMyofit Syrup 250mlMyofit Syrup 100ml,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Cipla Ltd.,4.3
Myonext Tablet 10'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Biocon Ltd.,4.1
MYONEXT PLUS Tablet 10's, antioxidant and memory enhancement property,Supplement,Aurobindo Pharma Ltd.,3.9
Myonorm Tablet 10's,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Torrent Pharmaceuticals Ltd.,3.5
MYRISTIN Capsule 10's,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Lupin Ltd.,3.4
MYSIP APPLE Liquid 200ml,powerful antioxidant that strengthens and protects living tissue,Supplement,Cadila Healthcare Ltd.,3.3
MYSIP ORANGE Liquid 200ml,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Abbott India Ltd.,3.25
Myvital Drops 30ml,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Alkem Laboratories Ltd.,3.2
Nacfil 1200mg Tablet 10'S,improves immunity,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Nacfil Forte Tablet 10'S,improves immunity,Supplement,Ipca Laboratories Ltd.,3.0
Nano Leo Capsule 15'S,improves stability,Supplement,Alembic Pharmaceuticals Ltd.,2.9
Nano Leo Total Powder 10X3GmNano Leo Total Powder 3Gm,improves resistance,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
Nano Rich Syrup 150ml,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
NARITA LP Powder 200gm,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Naso B12 Nasal Spray 2.3ml, antioxidant and memory enhancement property,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Nasowash Starter Kit,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Divis Laboratories Ltd.,4.5
Natcal Suspension 200mlNATCAL 1000mg Tablet 30's,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Cipla Ltd.,4.3
Natcal D3 625mg Syrup 150mlNATCAL D3 625mg Tablet 10's,powerful antioxidant that strengthens and protects living tissue,Supplement,Biocon Ltd.,4.1
Natvie C 200mg Capsule 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Aurobindo Pharma Ltd.,3.9
Natvie Forte Capsule 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Torrent Pharmaceuticals Ltd.,3.5
Natvie Plus Capsule 10'S,improves immunity,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Navakesh Tablet 10'S,improves immunity,Supplement,Dr. Reddys Laboratories Ltd.,4.7
NC NINE Tablet 10's,improves stability,Supplement,Divis Laboratories Ltd.,4.5
Ncal Softgel 10'SNcal Tablet 15'SNcal Suspension 200ml,improves resistance,Supplement,Cipla Ltd.,4.3
NE 200mg Capsule 10'SNE C Tablet 10'SNE 400mg Capsule 10'S,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Biocon Ltd.,4.1
NE Forte Tablet 10'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Aurobindo Pharma Ltd.,3.9
Nectera Vanilla Flavour Powder 90gm, antioxidant and memory enhancement property,Supplement,Torrent Pharmaceuticals Ltd.,3.5
Nefguard Tablet 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Lupin Ltd.,3.4
Nefita Injection 2mlNefita Tablet 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Cadila Healthcare Ltd.,3.3
Nefromega Capsule 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Abbott India Ltd.,3.25
Nefromega Forte Capsule 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Alkem Laboratories Ltd.,3.2
Nefrosave Tablet 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
NEFROSAVE KETO Tablet 10's,improves immunity,Supplement,Ipca Laboratories Ltd.,3.0
Nelcium Injection 10ml,improves immunity,Supplement,Alembic Pharmaceuticals Ltd.,2.9
NEO K Injection 1ml,improves stability,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
NEO N Vit Capsule 10'S,improves resistance,Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Neogadine Elixir 300mlNeogadine Drops 15ml,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Neogadine Elixer Syrup 450ml,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Dr. Reddys Laboratories Ltd.,4.7
Neogadine Mikros Syrup 100ml, antioxidant and memory enhancement property,Supplement,Divis Laboratories Ltd.,4.5
Neogadine SG Syrup 300ml,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Cipla Ltd.,4.3
NEOGAIN CONDENSED MILK FLAVOUR Powder 200gmNeogain Condensed Milk Powder 20gm,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Biocon Ltd.,4.1
Neolook Tablet 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Aurobindo Pharma Ltd.,3.9
Neopeptine Liquid 60ml,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Torrent Pharmaceuticals Ltd.,3.5
Nephrocaps Capsule 15'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Lupin Ltd.,3.4
Nephrosteril Infusion 500mlNephrosteril Infusion 250ml,improves immunity,Supplement,Cadila Healthcare Ltd.,3.3
Nepro LP Powder - Vanilla Flaour 400gm (Pet Jar)Nepro HP Powder - Vanilla Flaour 400gm (Pet Jar)Nepro HP Vanilla Powder 200gm,improves immunity,Supplement,Abbott India Ltd.,3.25
Nepro LP Vanilla Powder 200gm,improves stability,Supplement,Alkem Laboratories Ltd.,3.2
Nergy Powder 200gm,improves resistance,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Nerv M 1500mcg Sachet 10'S,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Ipca Laboratories Ltd.,3.0
NERVE 12 Tablet 10's,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Alembic Pharmaceuticals Ltd.,2.9
NERVIC Syrup 200mlNERVIC 1500mcg Tablet 10'sNERVIC Injection 2ml, antioxidant and memory enhancement property,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
Nervic OD Tablet 10'SNERVIC OD Capsule 10's,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
NERVIC PLUS Tablet 15'sNERVIC PLUS Injection 2ml,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Nervigest Tablet 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Nervijen Plus Injection 1X2mlNervijen Capsule 10'SNervijen Plus Capsule 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Divis Laboratories Ltd.,4.5
Nervijen CT Tablet 10'S,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Cipla Ltd.,4.3
Nervijen D Capsule 10'S,improves immunity,Supplement,Biocon Ltd.,4.1
Nervijen NP Tablet 10'S,improves immunity,Supplement,Aurobindo Pharma Ltd.,3.9
Nervijen XT Capsule 10'S,improves stability,Supplement,Torrent Pharmaceuticals Ltd.,3.5
Nervilax M 75/750mcg Tablet 10'S,improves resistance,Supplement,Lupin Ltd.,3.4
Nervin Capsule 60'S,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Cadila Healthcare Ltd.,3.3
NERVOBA 500mcg Injection 1mlNERVOBA 2500mcg Injection 1's,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Abbott India Ltd.,3.25
NERVOBA ALA Capsule 10's, antioxidant and memory enhancement property,Supplement,Alkem Laboratories Ltd.,3.2
NERVOBA PLUS Injection 2ml,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Nervon Forte Capsule 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Ipca Laboratories Ltd.,3.0
Nervshine SR 75mg Tablet 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Alembic Pharmaceuticals Ltd.,2.9
Nervup 0.5mg Capsule 10'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Glenmark Pharmaceuticals Ltd.,2.7
Nervz Injection 5X3mlNervz Injection 3ml, antioxidant and memory enhancement property,Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Nervz B Capsule 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Nervz D Tablet 10'S,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Dr. Reddys Laboratories Ltd.,4.7
Netcal 1000mg Tablet 30'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Divis Laboratories Ltd.,4.5
Neuba Injection 2mlNeuba Syrup 200mlNeuba Softgel 10'sNeuba Syrup 100ml,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,Cipla Ltd.,4.3
Neuba Dp Softgel 10's,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Biocon Ltd.,4.1
Neucobal 500mcg Injection 1mlNeucobal 500mcg Injection 2mlNeucobal 500mcg Tablet 10,improves immunity,Supplement,Aurobindo Pharma Ltd.,3.9
Neumin Plus Softgel 10'S,improves immunity,Supplement,Torrent Pharmaceuticals Ltd.,3.5
Neurace CZ Capsule 10'S,improves stability,Supplement,Lupin Ltd.,3.4
NEURACTIN FORTE Tablet 10's,improves resistance,Supplement,Cadila Healthcare Ltd.,3.3
Neurica M 150/750mcg Capsule 10'S,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Supplement,Abbott India Ltd.,3.25
Neuro D3 Capsule 8'SNeuro D3 2K Capsule 10'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Alkem Laboratories Ltd.,3.2
Neuro D3 60K Capsule 4'S, antioxidant and memory enhancement property,Supplement,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Neuro Gardian Tablet 10'S,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Supplement,Ipca Laboratories Ltd.,3.0
Neuro Q10 Capsule 10'SNEURO Q10 Capsule 15's,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Supplement,Alembic Pharmaceuticals Ltd.,2.9
Neuro Special Capsule 10'S,powerful antioxidant that strengthens and protects living tissue,Supplement,Glenmark Pharmaceuticals Ltd.,2.7
Neurobex B Tablet 10'S,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Supplement,JB Chemicals & Pharmaceuticals Ltd.,2.5
Neurobion Forte RF Injection 2ml,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Supplement,Sun Pharmaceutical Industries Ltd.,4.8
Neurobion Forte Tablet 10'SNeurobion Forte Tablet 30'S,improves immunity,Supplement,Dr. Reddys Laboratories Ltd.,4.7
Neurocal Tablet 10'S,improves immunity,Supplement,Divis Laboratories Ltd.,4.5
Neurocare 1500mcg Tablet 10'S,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Supplement,Cipla Ltd.,4.3
Neurochek 0.5mg Tablet 10'S, antioxidant and memory enhancement property,Supplement,Biocon Ltd.,4.1
